Title,Genre,Director,Country,Year,Rating
Джуно,"['комедийная драма', 'история взросления']",['Джейсон Райтман'],['США'],2007,7.5
Джихад за любовь,['документальный'],['Парвез Шарма'],"['США', 'Великобритания', 'Германия', 'Франция', 'Австралия']",2007,6.4
Дикари,['комедия-драма'],['Тамара Дженкинс'],['США'],2007,7.1
Диалог с моим садовником,['драма'],['Жан Беккер'],['Франция'],2007,7.1
Дневники мертвецов,"['фильм о зомби', 'найденная плёнка']",['Джордж Ромеро'],['США'],2007,5.5
Джейн Остин,"['биографический фильм', 'драма']",['Джулиан Джаррольд'],"['Великобритания', 'Ирландия']",2007,7.0
Дерзкие дни,['комедийный фильм'],['Руслан Бальтцер'],['Россия'],2007,2.9
Десятидюймовый герой,"['комедия', 'мелодрама', 'драма']",['Дэвид Маккей'],['США'],2007,7.3
Дикая грация,['драма'],['Том Кэлин'],"['США', 'Франция', 'Испания']",2007,5.7
Девятки,"['фантастика', 'фэнтези', 'драма', 'детектив']",['Джон Огаст'],['США'],2007,6.2
Десять заповедей,['комедия'],['Дэвид Уэйн'],['США'],2007,4.9
Дебби покоряет Даллас снова,['порнофильм'],['Филип Тобус'],['США'],2007,6.2
День выборов,['комедия'],['Олег Фомин'],['Россия'],2007,7.4
Декабрьские мальчики,['драма'],"['Род Харди', '[en]']",['Австралия'],2007,6.5
Девушка по соседству,"['криминальный фильм', 'драма', 'Триллер']",['Грегори Уилсон'],['США'],2007,6.5
Девушка у озера,"['драма', 'детектив']","['Андреа Молайоли', '[en]']",['Италия'],2007,6.5
Девушка моих кошмаров,['комедия'],"['Бобби', 'Питер Фаррелли']",['США'],2007,5.8
"Девушка, разрезанная надвое","['Драма', 'Триллер']",['Клод Шаброль'],"['Франция', 'Германия']",2007,6.2
Дежурный папа: Летний лагерь,['комедия'],['Фред Сэвидж'],['США'],2007,3.2
Девушка из пригорода,"['драма', 'комедия']",['Марк Клейн'],['США'],2007,5.4
Девочка и лисёнок,"['приключенческий', 'драма', 'сказка', 'семейный']",['Люк Жаке'],['Франция'],2007,6.9
Гуру,"['биографический фильм', 'драматический фильм', 'романтический фильм']",['Мани Ратнам'],['Индия'],2007,7.7
Два в одном,"['драма', 'киноновелла']",['Кира Муратова'],['Украина'],2007,6.5
Дарфур сегодня,['документальный фильм'],['Тед Браун'],['США'],2007,6.7
Далёкая синяя высь,"['научная фантастика', 'псевдодокументальный']",['Вернер Херцог'],"['Германия', 'США', 'Франция', 'Великобритания']",2007,6.1
Грейси,['драма'],['Дэвис Гуггенхайм'],['США'],2007,6.2
Груз 200,"['триллер', 'драма', '\u200eкриминал']",['Алексей Балабанов'],['Россия'],2007,7.1
Давай поцелуемся,['романтическая кинокомедия'],['Эмманюэль Муре'],['Франция'],2007,6.7
Грибы,['фильм ужасов'],['Пэдди Бретнэк'],['Ирландия'],2007,4.6
Грайндхаус,"['хоррор', 'боевик', 'триллер']","['Роберт Родригес', 'Квентин Тарантино']",['США'],2007,7.5
Гриб-дождевик,"['драма', 'фэнтези', 'фильм ужасов', 'триллер', 'мистика']",['Николас Роуг'],"['Канада', 'Ирландия', 'Великобритания']",2007,4.3
Граница,['фильм ужасов'],['Ксавье Жанс'],"['Франция', 'Швейцария']",2007,6.2
Грех,['драма'],['Станислав Митин'],['Россия'],2007,7.8
Год собаки,['комедия-драма'],['Майк Уайт'],['США'],2007,6.0
Гол 2: Жизнь как мечта,"['драма', 'спортивный фильм']",['Жауме Кольет-Серра'],['Великобритания'],2007,5.8
Городское правосудие,"['боевик', 'триллер']",['Дон Фонтлерой'],['США'],2007,5.1
Голый страх,"['фильм ужасов', 'триллер']",['Том Эберхардт'],['США'],2007,5.1
Горец: Источник,"['боевик', 'приключенческий фильм', 'фэнтези']",['Бретт Леонард'],"['Великобритания', 'США', 'Литва']",2007,3.0
Голубые веки,['драма'],['Эрнесто Контрерас'],['Мексика'],2007,6.9
Георг. ,"['драма, фильм-биография']",['Пеэтер Симм'],"['Эстония', 'Россия']",2007,6.5
Гнездо жаворонка,['драма'],"['Паоло Тавиани', 'Витторио Тавиани']","['Италия', 'Франция', 'Болгария', 'Испания', 'Великобритания']",2007,6.5
Гнев земли,"['фантастика', 'ужасы']",['Дэвид Уиннинг'],['Канада'],2007,3.6
Глянец,"['драма', 'комедия']",['Андрей Кончаловский'],['Россия'],2007,5.5
Гельветика,['документальный фильм'],['Гари Хастуит'],['Великобритания'],2007,7.2
Глава 27,['драма'],['Дж. П. Шефер'],['США'],2007,5.6
Гензель и Гретель,"['ужасы', 'драма', 'фэнтези', 'детектив', 'триллер']",['Лим Пхильсон'],['Республика Корея'],2007,6.7
Генное поколение,"['боевик', 'научно-фантастический фильм', 'girls with guns', 'антиутопический фильм', 'киберпанк', 'биопанк']",['Пирри Тео'],['США'],2007,4.2
Ганнибал: Восхождение,"['драма', 'триллер', 'ужасы']","['Питер Уэббер', '[en]']","['Франция', 'Великобритания', 'Чехия', 'Италия', 'США']",2007,6.1
